DrugName,ActiveIngredient,
ZIPAN-50,PROMETHAZINE HYDROCHLORIDE,
PROMETH FORTIS,PROMETHAZINE HYDROCHLORIDE,
PROMETHACON,PROMETHAZINE HYDROCHLORIDE,
PROMETH PLAIN,PROMETHAZINE HYDROCHLORIDE,
PROMETHEGAN,PROMETHAZINE HYDROCHLORIDE,
PROMETHAZINE PLAIN,PROMETHAZINE HYDROCHLORIDE,
MYMETHAZINE FORTIS,PROMETHAZINE HYDROCHLORIDE,
PROMETHAZINE,PROMETHAZINE HYDROCHLORIDE,
PROMETHAZINE HYDROCHLORIDE; CODEINE PHOSPHATE,PROMETHAZINE HYDROCHLORIDE; CODEINE PHOSPHATE,
PROMETHAZINE HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE,PROMETHAZINE HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE,
RYTHMOL,PROPAFENONE HYDROCHLORIDE,
RYTHMOL SR,PROPAFENONE HYDROCHLORIDE,
PROPAFENONE HYDROCHLORIDE,PROPAFENONE HYDROCHLORIDE,
PRO-BANTHINE,PROPANTHELINE BROMIDE,
PROPANTHELINE BROMIDE,PROPANTHELINE BROMIDE,
OPHTHAINE,PROPARACAINE HYDROCHLORIDE,
OPHTHETIC,PROPARACAINE HYDROCHLORIDE,
PROPARACAINE HYDROCHLORIDE,PROPARACAINE HYDROCHLORIDE,
ALCAINE,PROPARACAINE HYDROCHLORIDE,
PARACAINE,PROPARACAINE HYDROCHLORIDE,
KAINAIR,PROPARACAINE HYDROCHLORIDE,
BETAPRONE,PROPIOLACTONE,
LARGON,PROPIOMAZINE HYDROCHLORIDE,
DIPRIVAN,PROPOFOL,
PROPOFOL,PROPOFOL,
DARVON,PROPOXYPHENE HYDROCHLORIDE,
PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE,
DOLENE,PROPOXYPHENE HYDROCHLORIDE,
PROPHENE 65,PROPOXYPHENE HYDROCHLORIDE,
KESSO-GESIC,PROPOXYPHENE HYDROCHLORIDE,
PROPOXYPHENE HYDROCHLORIDE 65,PROPOXYPHENE HYDROCHLORIDE,
DARVON-N,PROPOXYPHENE NAPSYLATE,
INDERAL,PROPRANOLOL HYDROCHLORIDE,
PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,
INDERAL LA,PROPRANOLOL HYDROCHLORIDE,
INNOPRAN XL,PROPRANOLOL HYDROCHLORIDE,
PROPRANOLOL HYDROCHLORIDE INTENSOL,PROPRANOLOL HYDROCHLORIDE,
HEMANGEOL,PROPRANOLOL HYDROCHLORIDE,
DIONOSIL AQUEOUS,PROPYLIODONE,
DIONOSIL OILY,PROPYLIODONE,
PROPYLTHIOURACIL,PROPYLTHIOURACIL,
PROTAMINE SULFATE,PROTAMINE SULFATE,
AMINOSOL 5%,PROTEIN HYDROLYSATE,
HYPROTIGEN 5%,PROTEIN HYDROLYSATE,
THYPINONE,PROTIRELIN,
THYREL TRH,PROTIRELIN,
VENTAIRE,PROTOKYLOL HYDROCHLORIDE,
VIVACTIL,PROTRIPTYLINE HYDROCHLORIDE,
PROTRIPTYLINE HYDROCHLORIDE,PROTRIPTYLINE HYDROCHLORIDE,
MOTEGRITY,PRUCALOPRIDE SUCCINATE,
PRUCALOPRIDE SUCCINATE,PRUCALOPRIDE SUCCINATE,
NOVAFED,PSEUDOEPHEDRINE HYDROCHLORIDE,
SUDAFED 12 HOUR,PSEUDOEPHEDRINE HYDROCHLORIDE,
SUDAFED 24 HOUR,PSEUDOEPHEDRINE HYDROCHLORIDE,
PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,
ACTIFED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,
TRIPROLIDINE AND PSEUDOEPHEDRINE HYDROCHLORIDES,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,
TRIPROLIDINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,
MYFED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,
TRIPROLIDINE AND PSEUDOEPHEDRINE,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,
PSEUDOEPHEDRINE HYDROCHLORIDE AND TRIPROLIDINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,
HISTAFED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,
ACTAHIST,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,
TRILITRON,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,
CORPHED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,
TRIPHED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,
ALLERFED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,
PSEUDO-12,PSEUDOEPHEDRINE POLISTIREX,
AFRINOL,PSEUDOEPHEDRINE SULFATE,
PUR-WASH,PURIFIED WATER,
PYRAZINAMIDE,PYRAZINAMIDE,
MESTINON,PYRIDOSTIGMINE BROMIDE,
REGONOL,PYRIDOSTIGMINE BROMIDE,
PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE BROMIDE,
PYRIDOXINE HYDROCHLORIDE,PYRIDOXINE HYDROCHLORIDE,
HEXA-BETALIN,PYRIDOXINE HYDROCHLORIDE,
PYRILAMINE MALEATE,PYRILAMINE MALEATE,
DARAPRIM,PYRIMETHAMINE,
PYRIMETHAMINE,PYRIMETHAMINE,
FANSIDAR,PYRIMETHAMINE; SULFADOXINE,
HEAD & SHOULDERS CONDITIONER,PYRITHIONE ZINC,
POVAN,PYRVINIUM PAMOATE,
DORAL,QUAZEPAM,
SEROQUEL,QUETIAPINE FUMARATE,
SEROQUEL XR,QUETIAPINE FUMARATE,
QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,
ACCUPRIL,QUINAPRIL HYDROCHLORIDE,
QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE,
ESTROVIS,QUINESTROL,
HYDROMOX,QUINETHAZONE,
HYDROMOX R,QUINETHAZONE; RESERPINE,
QUINIDINE GLUCONATE,QUINIDINE GLUCONATE,
QUINAGLUTE,QUINIDINE GLUCONATE,
DURAQUIN,QUINIDINE GLUCONATE,
QUINACT,QUINIDINE GLUCONATE,
QUINATIME,QUINIDINE GLUCONATE,
QUINALAN,QUINIDINE GLUCONATE,
CARDIOQUIN,QUINIDINE POLYGALACTURONATE,
QUINIDEX,QUINIDINE SULFATE,
QUINIDINE SULFATE,QUINIDINE SULFATE,
QUINORA,QUINIDINE SULFATE,
CIN-QUIN,QUINIDINE SULFATE,
QUALAQUIN,QUININE SULFATE,
QUININE SULFATE,QUININE SULFATE,
SYNERCID,QUINUPRISTIN; DALFOPRISTIN,
VANFLYTA,QUIZARTINIB DIHYDROCHLORIDE,
ACIPHEX,RABEPRAZOLE SODIUM,
RABEPRAZOLE SODIUM,RABEPRAZOLE SODIUM,
ACIPHEX SPRINKLE,RABEPRAZOLE SODIUM,
XOFIGO,RADIUM RA-223 DICHLORIDE,
EVISTA,RALOXIFENE HYDROCHLORIDE,
RALOXIFENE HYDROCHLORIDE,RALOXIFENE HYDROCHLORIDE,
ISENTRESS,RALTEGRAVIR POTASSIUM,
ISENTRESS HD,RALTEGRAVIR POTASSIUM,
RALTEGRAVIR POTASSIUM,RALTEGRAVIR POTASSIUM,
ROZEREM,RAMELTEON,
RAMELTEON,RAMELTEON,
ALTACE,RAMIPRIL,
RAMIPRIL,RAMIPRIL,
CYRAMZA,RAMUCIRUMAB,
LUCENTIS,RANIBIZUMAB,
SUSVIMO,RANIBIZUMAB,
CIMERLI,RANIBIZUMAB-EQRN,
BYOOVIZ,RANIBIZUMAB-NUNA,
RANITIDINE,RANITIDINE,
TRITEC,RANITIDINE BISMUTH CITRATE,
ZANTAC 150,RANITIDINE HYDROCHLORIDE,
ZANTAC 300,RANITIDINE HYDROCHLORIDE,
ZANTAC,RANITIDINE HYDROCHLORIDE,
ZANTAC IN PLASTIC CONTAINER,RANITIDINE HYDROCHLORIDE,
ZANTAC 25,RANITIDINE HYDROCHLORIDE,
ZANTAC 75,RANITIDINE HYDROCHLORIDE,
RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,
RANEXA,RANOLAZINE,
RANOLAZINE,RANOLAZINE,
ASPRUZYO SPRINKLE,RANOLAZINE,
RAPLON,RAPACURONIUM BROMIDE,
AZILECT,RASAGILINE MESYLATE,
RASAGILINE MESYLATE,RASAGILINE MESYLATE,
ELITEK,RASBURICASE,
RAUDIXIN,RAUWOLFIA SERPENTINA ROOT,
RAUVAL,RAUWOLFIA SERPENTINA ROOT,
WOLFINA,RAUWOLFIA SERPENTINA ROOT,
RAUWOLFIA SERPENTINA,RAUWOLFIA SERPENTINA ROOT,
HIWOLFIA,RAUWOLFIA SERPENTINA ROOT,
KOGLUCOID,RAUWOLFIA SERPENTINA ROOT,
RAUSERPIN,RAUWOLFIA SERPENTINA ROOT,
HYSERPIN,RAUWOLFIA SERPENTINA ROOT,
ULTOMIRIS,RAVULIZUMAB-CWVZ,
RAXIBACUMAB,RAXIBACUMAB,
LEXISCAN,REGADENOSON,
REGADENOSON,REGADENOSON,
STIVARGA,REGORAFENIB,
ORGOVYX,RELUGOLIX,
VEKLURY,REMDESIVIR,
ULTIVA,REMIFENTANIL HYDROCHLORIDE,
REMIFENTANIL HYDROCHLORIDE,REMIFENTANIL HYDROCHLORIDE,
BYFAVO,REMIMAZOLAM BESYLATE,
PRANDIN,REPAGLINIDE,
REPAGLINIDE,REPAGLINIDE,
H.P. ACTHAR GEL,REPOSITORY CORTICOTROPIN,
AUGTYRO,REPOTRECTINIB,
MODERIL,RESCINNAMINE,
CINNASIL,RESCINNAMINE,
SERPASIL,RESERPINE,
RAU-SED,RESERPINE,
SANDRIL,RESERPINE,
SERPANRAY,RESERPINE,
SERPATE,RESERPINE,
RESERPINE,RESERPINE,
HISERPIA,RESERPINE,
SERPIVITE,RESERPINE,
SERPALAN,RESERPINE,
NAQUIVAL,RESERPINE; TRICHLORMETHIAZIDE,
METATENSIN #2,RESERPINE; TRICHLORMETHIAZIDE,
METATENSIN #4,RESERPINE; TRICHLORMETHIAZIDE,
TRICHLORMETHIAZIDE W/ RESERPINE,RESERPINE; TRICHLORMETHIAZIDE,
CINQAIR,RESLIZUMAB,
REZDIFFRA,RESMETIROM,
ALTABAX,RETAPAMULIN,
RETAVASE,RETEPLASE,
ZYNYZ,RETIFANLIMAB-DLWR,
YUPELRI,REVEFENACIN,
REVUFORJ,REVUMENIB CITRATE,
REZZAYO,REZAFUNGIN ACETATE,
VIRAZOLE,RIBAVIRIN,
REBETOL,RIBAVIRIN,
COPEGUS,RIBAVIRIN,
RIBAVIRIN,RIBAVIRIN,
RIBASPHERE,RIBAVIRIN,
RIBOCICLIB,RIBOCICLIB,
KISQALI,RIBOCICLIB SUCCINATE,
PHOTREXA,RIBOFLAVIN 5'-PHOSPHATE,
PHOTREXA VISCOUS IN DEXTRAN 20%,RIBOFLAVIN 5'-PHOSPHATE,
MYCOBUTIN,RIFABUTIN,
RIFABUTIN,RIFABUTIN,
RIFADIN,RIFAMPIN,
RIMACTANE,RIFAMPIN,
RIFAMPIN,RIFAMPIN,
AEMCOLO,RIFAMYCIN SODIUM,
PRIFTIN,RIFAPENTINE,
XIFAXAN,RIFAXIMIN,
RIFAXIMIN,RIFAXIMIN,
ARCALYST,RILONACEPT,
RILPIVIRINE,RILPIVIRINE,
EDURANT,RILPIVIRINE HYDROCHLORIDE,
EDURANT PED,RILPIVIRINE HYDROCHLORIDE,
RILUTEK,RILUZOLE,
RILUZOLE,RILUZOLE,
TIGLUTIK KIT,RILUZOLE,
EXSERVAN,RILUZOLE,
FLUMADINE,RIMANTADINE HYDROCHLORIDE,
RIMANTADINE HYDROCHLORIDE,RIMANTADINE HYDROCHLORIDE,
NURTEC ODT,RIMEGEPANT SULFATE,
VEXOL,RIMEXOLONE,
ADEMPAS,RIOCIGUAT,
RIOCIGUAT,RIOCIGUAT,
QINLOCK,RIPRETINIB,
SKYRIZI,RISANKIZUMAB-RZAA,
EVRYSDI,RISDIPLAM,
ACTONEL,RISEDRONATE SODIUM,
ATELVIA,RISEDRONATE SODIUM,
RISEDRONATE SODIUM,RISEDRONATE SODIUM,
RISPERDAL,RISPERIDONE,
RISPERDAL CONSTA,RISPERIDONE,
RISPERIDONE,RISPERIDONE,
PERSERIS KIT,RISPERIDONE,
RYKINDO,RISPERIDONE,
UZEDY,RISPERIDONE,
RISVAN,RISPERIDONE,
LITFULO,RITLECITINIB TOSYLATE,
YUTOPAR,RITODRINE HYDROCHLORIDE,
RITODRINE HCL,RITODRINE HYDROCHLORIDE,
RITODRINE HYDROCHLORIDE,RITODRINE HYDROCHLORIDE,
RITODRINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER,RITODRINE HYDROCHLORIDE,
NORVIR,RITONAVIR,
RITONAVIR,RITONAVIR,
RITUXAN,RITUXIMAB,
TRUXIMA,RITUXIMAB-ABBS,
RIABNI,RITUXIMAB-ARRX,
RUXIENCE,RITUXIMAB-PVVR,
RITUXAN HYCELA,RITUXIMAB; HYALURONIDASE (HUMAN RECOMBINANT),
XARELTO,RIVAROXABAN,
RIVAROXABAN,RIVAROXABAN,
EXELON,RIVASTIGMINE,
RIVASTIGMINE,RIVASTIGMINE,
EXELON,RIVASTIGMINE TARTRATE,
RIVASTIGMINE TARTRATE,RIVASTIGMINE TARTRATE,
RIVASTIGMINE,RIVASTIGMINE TARTRATE,
MAXALT,RIZATRIPTAN BENZOATE,
MAXALT-MLT,RIZATRIPTAN BENZOATE,
RIZATRIPTAN BENZOATE,RIZATRIPTAN BENZOATE,
RIZAFILM,RIZATRIPTAN BENZOATE,
ZEMURON,ROCURONIUM BROMIDE,
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,
VIOXX,ROFECOXIB,
DALIRESP,ROFLUMILAST,
ROFLUMILAST,ROFLUMILAST,
ZORYVE,ROFLUMILAST,
VARUBI,ROLAPITANT HYDROCHLORIDE,
ISTODAX,ROMIDEPSIN,
ROMIDEPSIN,ROMIDEPSIN,
NPLATE,ROMIPLOSTIM,
EVENITY,ROMOSOZUMAB-AQQG,
BESREMI,ROPEGINTERFERON ALFA-2B-NJFT,
REQUIP,ROPINIROLE HYDROCHLORIDE,
REQUIP XL,ROPINIROLE HYDROCHLORIDE,
ROPINIROLE HYDROCHLORIDE,ROPINIROLE HYDROCHLORIDE,
NAROPIN,ROPIVACAINE HYDROCHLORIDE,
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,
ROBENGATOPE,ROSE BENGAL SODIUM I-131,
SODIUM ROSE BENGAL I 131,ROSE BENGAL SODIUM I-131,
AVANDIA,ROSIGLITAZONE MALEATE,
ROSIGLITAZONE MALEATE,ROSIGLITAZONE MALEATE,
ROSIGLITAZONE,ROSIGLITAZONE MALEATE,
CRESTOR,ROSUVASTATIN CALCIUM,
ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,
EZALLOR SPRINKLE,ROSUVASTATIN CALCIUM,
ROSUVASTATIN ZINC,ROSUVASTATIN ZINC,
NEUPRO,ROTIGOTINE,
RYSTIGGO,ROZANOLIXIZUMAB-NOLI,
CARDIOGEN-82,RUBIDIUM CHLORIDE RB-82,
RUBY-FILL,RUBIDIUM CHLORIDE RB-82,
RUBRACA,RUCAPARIB CAMSYLATE,
BANZEL,RUFINAMIDE,
RUFINAMIDE,RUFINAMIDE,
JAKAFI,RUXOLITINIB PHOSPHATE,
OPZELURA,RUXOLITINIB PHOSPHATE,
TRODELVY,SACITUZUMAB GOVITECAN-HZIY,
SUCRAID,SACROSIDASE,
ENTRESTO,SACUBITRIL; VALSARTAN,
SACUBITRIL AND VALSARTAN,SACUBITRIL; VALSARTAN,
ENTRESTO SPRINKLE,SACUBITRIL; VALSARTAN,
LIPOSYN 10%,SAFFLOWER OIL,
LIPOSYN 20%,SAFFLOWER OIL,
LIPOSYN II 20%,SAFFLOWER OIL; SOYBEAN OIL,
LIPOSYN II 10%,SAFFLOWER OIL; SOYBEAN OIL,
SAFINAMIDE,SAFINAMIDE,
XADAGO,SAFINAMIDE MESYLATE,
SAFINAMIDE MESYLATE,SAFINAMIDE MESYLATE,
SEREVENT,SALMETEROL XINAFOATE,
QUADRAMET,SAMARIUM SM-153 LEXIDRONAM PENTASODIUM,
KUVAN,SAPROPTERIN DIHYDROCHLORIDE,
SAPROPTERIN DIHYDROCHLORIDE,SAPROPTERIN DIHYDROCHLORIDE,
FORTOVASE,SAQUINAVIR,
INVIRASE,SAQUINAVIR MESYLATE,
SARENIN,SARALASIN ACETATE,
SEYSARA,SARECYCLINE HYDROCHLORIDE,
LEUKINE,SARGRAMOSTIM,
KEVZARA,SARILUMAB,
ENSPRYNG,SATRALIZUMAB,
SAXAGLIPTIN,SAXAGLIPTIN,
ONGLYZA,SAXAGLIPTIN HYDROCHLORIDE,
SAXAGLIPTIN,SAXAGLIPTIN HYDROCHLORIDE,
SAXAGLIPTIN;METFORMIN HYDROCHLORIDE,SAXAGLIPTIN;METFORMIN HYDROCHLORIDE,
TRANSDERM SCOP,SCOPOLAMINE,
SCOPOLAMINE,SCOPOLAMINE,
KANUMA,SEBELIPASE ALFA,
SOLOSEC,SECNIDAZOLE,
SECONAL SODIUM,SECOBARBITAL SODIUM,
SECOBARBITAL SODIUM,SECOBARBITAL SODIUM,
SECRETIN-FERRING,SECRETIN,
CHIRHOSTIM,SECRETIN SYNTHETIC HUMAN,
SECREFLO,SECRETIN SYNTHETIC PORCINE,
COSENTYX,SECUKINUMAB,
LIVDELZI,SELADELPAR LYSINE,
EMSAM,SELEGILINE,
SELEGILINE HYDROCHLORIDE,SELEGILINE HYDROCHLORIDE,
ELDEPRYL,SELEGILINE HYDROCHLORIDE,
ZELAPAR,SELEGILINE HYDROCHLORIDE,
SELENIOUS ACID,SELENIOUS ACID,
SELSUN,SELENIUM SULFIDE,
EXSEL,SELENIUM SULFIDE,
SELENIUM SULFIDE,SELENIUM SULFIDE,
SETHOTOPE,SELENOMETHIONINE SE-75,
SELENOMETHIONINE SE 75,SELENOMETHIONINE SE-75,
UPTRAVI,SELEXIPAG,
SELEXIPAG,SELEXIPAG,
XPOVIO,SELINEXOR,
RETEVMO,SELPERCATINIB,
KOSELUGO,SELUMETINIB SULFATE,
OZEMPIC,SEMAGLUTIDE,
RYBELSUS,SEMAGLUTIDE,
WEGOVY,SEMAGLUTIDE,
GEREF,SERMORELIN ACETATE,
ERTACZO,SERTACONAZOLE NITRATE,
ZOLOFT,SERTRALINE HYDROCHLORIDE,
SERTRALINE HYDROCHLORIDE,SERTRALINE HYDROCHLORIDE,
IMCIVREE,SETMELANOTIDE ACETATE,
RENVELA,SEVELAMER CARBONATE,
SEVELAMER CARBONATE,SEVELAMER CARBONATE,
RENAGEL,SEVELAMER HYDROCHLORIDE,
SEVELAMER HYDROCHLORIDE,SEVELAMER HYDROCHLORIDE,
ULTANE,SEVOFLURANE,
SEVOFLURANE,SEVOFLURANE,
SOJOURN,SEVOFLURANE,
MERIDIA,SIBUTRAMINE HYDROCHLORIDE,
VIAGRA,SILDENAFIL CITRATE,
REVATIO,SILDENAFIL CITRATE,
SILDENAFIL CITRATE,SILDENAFIL CITRATE,
LIQREV,SILDENAFIL CITRATE,
RAPAFLO,SILODOSIN,
SILODOSIN,SILODOSIN,
SYLVANT,SILTUXIMAB,
SILVADENE,SILVER SULFADIAZINE,
SSD,SILVER SULFADIAZINE,
SSD AF,SILVER SULFADIAZINE,
THERMAZENE,SILVER SULFADIAZINE,
SILDAFLO,SILVER SULFADIAZINE,
OLYSIO,SIMEPREVIR SODIUM,
SONORX,SIMETHICONE-CELLULOSE,
ZOCOR,SIMVASTATIN,
SIMVASTATIN,SIMVASTATIN,
FLOLIPID,SIMVASTATIN,
JUVISYNC,SIMVASTATIN; SITAGLIPTIN PHOSPHATE,
KINEVAC,SINCALIDE,
SINCALIDE,SINCALIDE,
VEREGEN,SINECATECHINS,
MAYZENT,SIPONIMOD,
RAPAMUNE,SIROLIMUS,
SIROLIMUS,SIROLIMUS,
FYARRO,SIROLIMUS,
HYFTOR,SIROLIMUS,
ZITUVIO,SITAGLIPTIN,
JANUVIA,SITAGLIPTIN PHOSPHATE,
SITAGLIPTIN PHOSPHATE,SITAGLIPTIN PHOSPHATE,
SITAGLIPTIN,SITAGLIPTIN PHOSPHATE,
SITAGLIPTIN PHOSPHATE; METFORMIN HYDROCHLORIDE,SITAGLIPTIN PHOSPHATE; METFORMIN HYDROCHLORIDE,
SITAGLIPTIN PHOSPHATE; METFORMIN HYDROCHLORIDE,SITAGLIPTIN PHOSPHATE;METFORMIN HYDROCHLORIDE,
SITAGLIPTIN AND METFORMIN HCL,"SITAGLIPTIN, METFORMIN HYDROCHLORIDE",
SITAGLIPTIN; METFORMIN HYDROCHLORIDE,SITAGLIPTIN; METFORMIN HYDROCHLORIDE,
SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,SITAGLIPTIN; METFORMIN HYDROCHLORIDE,
SODIUM ACETATE,SODIUM ACETATE,
UCEPHAN,SODIUM BENZOATE; SODIUM PHENYLACETATE,
AMMONUL,SODIUM BENZOATE; SODIUM PHENYLACETATE,
SODIUM PHENYLACETATE AND SODIUM BENZOATE,SODIUM BENZOATE; SODIUM PHENYLACETATE,
SODIUM BICARBONATE IN PLASTIC CONTAINER,SODIUM BICARBONATE,
SODIUM BICARBONATE,SODIUM BICARBONATE,
BAROS,SODIUM BICARBONATE; TARTARIC ACID,
SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SODIUM CHLORIDE,
SODIUM CHLORIDE,SODIUM CHLORIDE,
SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,SODIUM CHLORIDE,
SODIUM CHLORIDE IN PLASTIC CONTAINER,SODIUM CHLORIDE,
BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SODIUM CHLORIDE,
SODIUM CHLORIDE 14.6%,SODIUM CHLORIDE,
SODIUM CHLORIDE 23.4%,SODIUM CHLORIDE,
SODIUM CHLORIDE 3% IN PLASTIC CONTAINER,SODIUM CHLORIDE,
SODIUM CHLORIDE 5% IN PLASTIC CONTAINER,SODIUM CHLORIDE,
SODIUM CHLORIDE 0.9% IN PLASTIC THERMOJECT KIT FOR CARDIAC OUTPUT USE,SODIUM CHLORIDE,
SODIUM CHLORIDE 0.9% IN STERILE PLASTIC CONTAINER,SODIUM CHLORIDE,
SODIUM CHLORIDE 23.4% IN PLASTIC CONTAINER,SODIUM CHLORIDE,
SODIUM CHLORIDE 0.9%,SODIUM CHLORIDE,
BRONCHO SALINE,SODIUM CHLORIDE,
CHROMITOPE SODIUM,SODIUM CHROMATE CR-51,
SODIUM CHROMATE CR 51,SODIUM CHROMATE CR-51,
FLUORINE F-18,SODIUM FLUORIDE F-18,
SODIUM FLUORIDE F 18,SODIUM FLUORIDE F-18,
SODIUM FLUORIDE F-18,SODIUM FLUORIDE F-18,
COLGATE TOTAL,SODIUM FLUORIDE; TRICLOSAN,
SODIUM IODIDE I 123,SODIUM IODIDE I-123,
IODOTOPE,SODIUM IODIDE I-131,
SODIUM IODIDE I 131,SODIUM IODIDE I-131,
HICON,SODIUM IODIDE I-131,
SODIUM LACTATE 0.167 MOLAR IN PLASTIC CONTAINER,SODIUM LACTATE,
SODIUM LACTATE IN PLASTIC CONTAINER,SODIUM LACTATE,
SODIUM LACTATE 1/6 MOLAR IN PLASTIC CONTAINER,SODIUM LACTATE,
EXTRA-STRENGTH AIM,SODIUM MONOFLUOROPHOSPHATE,
SODIUM NITRITE,SODIUM NITRITE,
NITHIODOTE,SODIUM NITRITE; SODIUM THIOSULFATE,
NIPRIDE,SODIUM NITROPRUSSIDE,
NITROPRESS,SODIUM NITROPRUSSIDE,
SODIUM NITROPRUSSIDE,SODIUM NITROPRUSSIDE,
NIPRIDE RTU IN SODIUM CHLORIDE 0.9%,SODIUM NITROPRUSSIDE,
XYREM,SODIUM OXYBATE,
SODIUM OXYBATE,SODIUM OXYBATE,
LUMRYZ,SODIUM OXYBATE,
BUPHENYL,SODIUM PHENYLBUTYRATE,
SODIUM PHENYLBUTYRATE,SODIUM PHENYLBUTYRATE,
OLPRUVA,SODIUM PHENYLBUTYRATE,
PHEBURANE,SODIUM PHENYLBUTYRATE,
RELYVRIO,SODIUM PHENYLBUTYRATE; TAURURSODIOL,
PHOSPHOTOPE,SODIUM PHOSPHATE P-32,
SODIUM PHOSPHATE P 32,SODIUM PHOSPHATE P-32,
VISICOL,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",
OSMOPREP,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",
MONOBASIC SODIUM PHOSPHATE AND DIBASIC SODIUM PHOSPHATE,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",
SODIUM PHOSPHATES IN PLASTIC CONTAINER,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",
SODIUM PHOSPHATES,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",
KAYEXALATE,SODIUM POLYSTYRENE SULFONATE,
KIONEX,SODIUM POLYSTYRENE SULFONATE,
KALEXATE,SODIUM POLYSTYRENE SULFONATE,
SODIUM POLYSTYRENE SULFONATE,SODIUM POLYSTYRENE SULFONATE,
SPS,SODIUM POLYSTYRENE SULFONATE,
SODIUM SUCCINATE,SODIUM SUCCINATE,
SOTRADECOL,SODIUM TETRADECYL SULFATE,
SODIUM TETRADECYL SULFATE,SODIUM TETRADECYL SULFATE,
SODIUM THIOSULFATE,SODIUM THIOSULFATE,
PEDMARK,SODIUM THIOSULFATE,
LOKELMA,SODIUM ZIRCONIUM CYCLOSILICATE,
SOVALDI,SOFOSBUVIR,
SOFOSBUVIR,SOFOSBUVIR,
EPCLUSA,SOFOSBUVIR; VELPATASVIR,
VOSEVI,SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR,
SOFDRA,SOFPIRONIUM BROMIDE,
VESICARE,SOLIFENACIN SUCCINATE,
SOLIFENACIN SUCCINATE,SOLIFENACIN SUCCINATE,
VESICARE LS,SOLIFENACIN SUCCINATE,
SOLRIAMFETOL,SOLRIAMFETOL,
SUNOSI,SOLRIAMFETOL HYDROCHLORIDE,
SOGROYA,SOMAPACITAN-BECO,
NGENLA,SOMATROGON-GHLA,
HUMATROPE,SOMATROPIN,
SAIZEN,SOMATROPIN,
BIO-TROPIN,SOMATROPIN,
ZOMACTON,SOMATROPIN,
NUTROPIN,SOMATROPIN,
GENOTROPIN PRESERVATIVE FREE,SOMATROPIN,
GENOTROPIN,SOMATROPIN,
NUTROPIN AQ,SOMATROPIN,
NUTROPIN AQ PEN,SOMATROPIN,
